"사용월","호선명","지하철역","04시-05시 승차인원","04시-05시 하차인원","05시-06시 승차인원","05시-06시 하차인원","06시-07시 승차인원","06시-07시 하차인원","07시-08시 승차인원","07시-08시 하차인원","08시-09시 승차인원","08시-09시 하차인원","09시-10시 승차인원","09시-10시 하차인원","10시-11시 승차인원","10시-11시 하차인원","11시-12시 승차인원","11시-12시 하차인원","12시-13시 승차인원","12시-13시 하차인원","13시-14시 승차인원","13시-14시 하차인원","14시-15시 승차인원","14시-15시 하차인원","15시-16시 승차인원","15시-16시 하차인원","16시-17시 승차인원","16시-17시 하차인원","17시-18시 승차인원","17시-18시 하차인원","18시-19시 승차인원","18시-19시 하차인원","19시-20시 승차인원","19시-20시 하차인원","20시-21시 승차인원","20시-21시 하차인원","21시-22시 승차인원","21시-22시 하차인원","22시-23시 승차인원","22시-23시 하차인원","23시-24시 승차인원","23시-24시 하차인원","00시-01시 승차인원","00시-01시 하차인원","01시-02시 승차인원","01시-02시 하차인원","02시-03시 승차인원","02시-03시 하차인원","03시-04시 승차인원","03시-04시 하차인원","작업일자"
"202605","2호선","용두(동대문구청)","66","0","1190","133","1986","866","5248","2314","8731","4820","5843","2912","4410","2886","4260","3180","4373","3197","4358","3882","4208","3666","4472","4259","4685","4398","4610","5224","4730","8105","2156","5178","1435","3669","1170","3476","691","2757","229","1764","38","558","0","1","0","0","0","0","20260603"
"202605","2호선","을지로3가","28","1","1392","2096","3368","26813","6730","72468","14110","147658","20330","64535","26519","34155","28740","32314","30553","30870","33035","34725","37153","32815","42448","35449","52564","40186","98044","48773","124135","51573","55567","34612","47914","24000","52185","20238","45691","16825","26173","9941","4347","2189","2","75","0","0","0","0","20260603"
"202605","2호선","을지로4가","18","2","1287","1157","2498","15147","6263","32827","12374","67828","15985","36679","20259","26097","22883","26051","23040","24194","25580","23771","27295","23165","31642","22058","37157","21612","59760","22711","63677","22458","30460","16157","20807","13153","18110","13031","12645","11745","6407","7392","1018","1725","3","30","0","0","0","0","20260603"
"202605","2호선","을지로입구","136","2","3234","3389","5542","37537","12021","125126","20497","301944","31404","162333","38514","101047","50505","87830","56844","77994","69529","82405","82199","73106","97666","75422","118037","79544","191340","87951","259963","86340","141868","58544","143288","44094","102341","35805","83959","26915","37147","15258","4096","6805","0","938","0","0","0","0","20260603"
"202605","2호선","이대","6","1","3371","957","10501","7694","27551","15419","37622","43908","26400","55088","24004","43381","26242","32047","33391","36596","32575","37713","32260","29411","41336","31608","43369","32973","52634","40167","48229","49839","29209","36433","26968","27118","27340","26584","22339","26526","9087","18889","1086","4661","1","36","0","0","0","0","20260603"
"202605","2호선","잠실(송파구청)","56","3","14796","5281","54038","39302","118866","82926","162017","175117","123438","172395","95710","133599","98338","133704","112887","133700","124228","140321","137454","142280","174418","156325","188913","173920","215616","209473","235036","242994","177155","165445","178916","116229","166353","104173","111333","88880","35764","49550","4501","10511","2","107","0","0","0","0","20260603"
"202605","2호선","잠실나루","12","0","4229","2176","15873","11375","42700","23348","51336","37108","33995","24490","29400","19405","27805","17888","26341","21603","24717","23565","24572","23382","28058","24554","31502","27305","38510","34542","30829","44648","16649","33242","12717","23043","10023","21790","6777","20420","3029","10836","432","3196","0","48","0","0","0","0","20260603"
"202605","2호선","잠실새내","15","3","6447","1099","20348","10195","61694","16811","81597","29074","54502","31822","41288","27623","38103","30742","39514","37001","39568","40370","35836","43294","39465","50963","42960","60562","45333","72810","45415","86408","35647","60566","33080","40506","35145","36513","31875","32091","17132","17793","2764","5123","0","163","0","0","0","0","20260603"
"202605","2호선","종합운동장","37","1","1920","1712","6760","22203","16440","22927","22411","31096","16006","17241","13398","16299","13429","17855","16986","42394","17820","63294","16409","29776","21287","45016","44821","74663","82029","104640","26821","101737","32178","29233","59388","13936","136290","13723","40465","11280","4944","6018","426","1732","1","131","0","0","0","0","20260603"
"202605","2호선","충정로(경기대입구)","19","1","3200","1142","7079","8391","15296","24703","22200","54631","16318","25936","13400","13081","13580","11841","14305","12630","14068","15063","14498","13432","15954","14503","20105","15593","34858","18720","40287","22276","15574","15357","10653","12385","9526","12120","6240","10891","2797","6835","547","1940","1","32","0","0","0","0","20260603"
"202605","2호선","한양대","1","0","1393","754","3157","8173","5937","16786","9164","66522","8031","58379","10739","53576","16283","21702","21438","41953","19805","27963","26884","25586","35078","18921","46625","16559","53552","21520","43064","25824","23687","15125","22308","10336","23076","9163","17203","7920","17946","6022","3744","1682","4","9","0","0","0","0","20260603"
"202605","2호선","합정","127","10","13009","3205","18136","14089","38492","31191","48836","83512","35546","80627","31148","57709","33456","55767","40910","61826","45192","66495","47304","62456","52571","63875","62637","73442","80879","89227","106936","111261","78817","76252","72778","48044","77777","39216","72609","35481","37888","25163","5521","8682","3","287","0","0","0","0","20260603"
"202605","2호선","홍대입구","1047","47","29075","3998","32855","19093","59555","41570","77663","109897","66451","154835","66663","134594","74878","160207","89752","182452","105157","201151","122047","192635","147949","189099","181108","193876","206222","215935","222037","239368","194268","175568","197016","122181","215131","101800","206000","83258","102568","55528","11974","19716","5","2038","0","0","0","0","20260603"
"202605","3호선","가락시장","53","10","3406","846","8283","5581","21110","10687","22919","26090","17695","14172","16106","10635","15127","11943","15264","12547","14973","13508","15070","14035","16390","16056","17172","17825","20294","21190","25632","25698","11828","18170","10028","12764","8171","11101","5962","10450","2307","5683","452","1885","4","42","0","0","0","0","20260603"
"202605","3호선","경복궁(정부서울청사)","32","0","2452","1750","6333","18562","14178","44787","21883","136405","22801","103953","23433","76646","32176","72833","43875","66011","51479","64751","63172","55205","76767","49384","89239","43721","105054","43572","122057","44212","56445","27883","54920","15525","48706","12363","28502","10616","10386","5618","1097","1637","3","62","0","0","0","0","20260603"
"202605","3호선","경찰병원","3","0","3462","269","8243","3567","23151","10365","24886","26588","16726","16007","12977","9162","11958","7585","12891","9160","10972","10437","11277","9973","11183","10317","11511","11096","16104","16555","18101","21568","7322","16206","5826","11102","5202","9641","3255","9104","1056","5414","126","1513","0","0","0","0","0","0","20260603"
"202605","3호선","고속터미널","148","3","5584","4675","8436","40084","28179","56609","50716","83497","59755","107587","67776","113898","84412","122517","98982","115390","108856","117101","124751","123743","143471","127846","151520","127161","161142","131156","155326","132009","136301","84933","156424","57089","100398","42355","62276","30832","23178","14600","2108","2404","0","0","0","0","0","0","20260603"
"202605","3호선","교대(법원.검찰청)","59","13","1935","706","5347","7613","13285","18496","15731","45163","14764","33099","16883","16696","20873","13271","23319","12374","27471","13037","31365","11566","32778","10869","34584","12191","50072","17056","66212","19655","32489","11030","29470","6798","28475","5990","20459","5259","8170","2915","1260","900","0","1","0","0","0","0","20260603"
"202605","3호선","구파발","157","6","13729","1833","34369","10391","79210","24314","79294","32541","48950","30715","36795","32488","37050","30739","37565","32623","37388","34816","38086","35919","42480","38182","45431","45215","44053","52255","34285","75495","24377","60612","20638","37992","17582","34018","12628","30438","3735","21584","622","8452","2","226","0","0","0","0","20260603"
"202605","3호선","금호","38","6","4632","680","10985","2712","26754","4645","35438","9015","24011","6840","16633","7351","14966","7801","13798","9222","13091","10827","11407","12334","11154","15359","11639","17564","12465","22503","11614","29275","8992","20989","6346","16135","5145","13709","3691","13173","1794","6830","311","1657","0","0","0","0","0","0","20260603"
"202605","3호선","남부터미널(예술의전당)","41","17","3285","1317","10204","28974","29934","65614","44785","144703","40983","87142","40479","53103","45446","41214","47697","44719","49984","52500","51373","52953","59247","53686","73201","58760","110738","60155","129876","65583","66967","42333","46414","28979","43377","22350","29771","17964","8260","10524","843","2671","0","15","0","0","0","0","20260603"
"202605","3호선","녹번","80","6","9820","507","25626","3827","65576","7953","72411","17556","44384","11590","31036","10454","26992","11376","26369","14216","23602","15828","20013","18790","19076","23375","20060","30310","19926","38313","19698","58942","11177","46982","8025","31897","5952","29728","4333","25779","1557","15350","277","3847","0","0","0","0","0","0","20260603"
"202605","3호선","대청","72","1","3999","1091","12387","7029","28978","19003","35780","25499","21841","12767","17916","9520","16044","9241","15705","11324","16209","12410","14743","13094","18669","16372","21782","17256","26307","22535","24758","29897","11572","22951","8775","17145","7326","15706","5099","15966","1752","8586","264","2558","0","1","0","0","0","0","20260603"
"202605","3호선","대치","20","0","3321","920","14271","8290","29511","18607","30272","26152","20094","19117","17017","14104","15449","13207","18320","18910","18901","23032","17339","19963","18106","24332","20177","30265","31690","35354","26626","33680","17940","24676","13523","14985","17672","14412","39858","11783","3979","6696","396","2220","0","1","0","0","0","0","20260603"
"202605","3호선","도곡","34","22","1282","450","5469","4827","13049","14254","15510","21203","10860","15873","9078","7948","9048","7768","9809","7534","9235","8548","9268","8490","11792","9097","13787","9626","16587","11959","17222","13893","8944","10531","6920","7182","6788","6827","5017","5686","1185","3490","183","2178","1","274","0","1","0","0","20260603"
"202605","3호선","독립문","185","3","5232","854","6554","6367","16960","15012","20154","22340","17006","25085","15879","23342","17176","16938","19115","16135","17935","17525","19196","15999","21121","15950","20890","16610","19349","16596","16979","18646","9117","15006","7351","10929","5304","9680","3657","8076","1313","5009","161","2437","0","560","0","0","0","0","20260603"
"202605","3호선","동대입구","17","3","1671","1495","3416","13084","5241","18171","8464","62644","9130","42341","11272","44188","14300","33920","15777","28396","22993","32457","25481","24685","26387","21590","33061","22948","46722","25575","48326","24290","25733","12414","30261","7673","25554","7093","19361","5205","5744","3290","627","1106","0","81","0","0","0","0","20260603"
"202605","3호선","매봉","14","1","1986","916","7642","9012","17367","24285","21045","68912","15997","31896","15993","18144","16077","18311","16540","15808","18433","15355","19806","14560","22518","16033","24183","17133","37755","20776","55964","23638","19682","15832","16018","10790","16665","9198","9189","8475","2881","4538","367","1347","0","50","0","0","0","0","20260603"
"202605","3호선","무악재","19","1","2057","154","5866","1651","15376","3119","17978","5983","12244","4903","9170","4027","8824","4429","8215","5737","6700","6052","5912","6175","6442","7642","6976","9191","6301","11247","6158","16040","3313","12557","2414","8806","2023","8049","1253","6981","538","4305","93","1045","0","0","0","0","0","0","20260603"
"202605","3호선","불광","22","3","9318","1508","18793","7320","46016","12202","57989","32711","38718","30551","30082","27416","28475","27216","30140","28866","29954","31946","30389","31337","31661","34113","33102","38131","31798","43354","30944","57307","19110","43321","15889","29609","12287","27252","8217","23082","3482","14522","589","4212","0","0","0","0","0","0","20260603"
"202605","3호선","수서","147","1","4839","2571","14085","17911","37179","36087","44572","51221","33402","36113","40232","26625","30428","23554","36292","27664","36957","26332","28174","26220","38317","31453","39535","34240","49140","39910","48673","51203","24796","38904","25007","28154","16709","24944","16549","22839","7649","9585","828","3324","2","296","0","0","0","0","20260603"
"202605","3호선","신사","41","2","3326","1732","6426","16827","11394","38148","17252","94240","17222","126649","20165","65385","25093","47127","30292","44262","36189","46853","42147","41234","49669","39631","58831","41184","80432","50410","109947","56355","79123","31015","55602","18634","51643","14842","43075","11889","17924","7588","2409","2561","0","20","0","0","0","0","20260603"
"202605","3호선","안국","30","1","1776","2001","2889","25705","6254","88609","11824","111383","15093","91771","18379","83304","28756","84290","42771","73222","51076","70702","64865","64977","82881","53441","102597","46299","126754","37983","121515","32250","61836","16033","53532","9250","44196","7378","23526","6095","7259","3122","721","957","0","4","0","0","0","0","20260603"
"202605","3호선","압구정","64","0","3312","2344","8681","24406","16747","47380","24745","127056","22444","140838","28175","81517","33996","69458","42336","56014","47426","58213","57831","53400","65669","50945","74468","50572","95919","57963","120861","57672","87531","33947","74240","19213","50887","15512","38474","12312","10760","6736","1366","2309","0","196","0","0","0","0","20260603"
"202605","3호선","약수","75","2","6316","1123","10734","6596","24760","15123","34840","30737","26095","21502","20693","17074","19752","17493","21665","17996","22222","19046","22276","20048","23228","22337","25599","26257","27935","31370","31077","40809","20025","26672","16708","19133","15579","17440","11815","15356","5360","9177","843","3638","4","520","0","0","0","0","20260603"
"202605","3호선","양재(서초구청)","65","3","5074","2827","14771","43424","36717","107623","46001","203859","34854","115264","34203","56549","37562","49852","41213","45496","47111","50940","52469","43764","62850","45633","78290","49221","127564","66235","173867","75086","85049","49011","63875","33628","56748","29917","40119","25925","12712","13970","1302","3501","0","49","0","0","0","0","20260603"
